registration,bonnet_no,operator
LJ24ZRN,86202,Stagecoach London
LJ25XLP,66045,Stagecoach London
LJ25XLR,66046,Stagecoach London
LJ25XLS,66047,Stagecoach London
LJ25XLT,66048,Stagecoach London
LJ25XLU,66049,Stagecoach London
LJ25XLV,66050,Stagecoach London
LJ25XLW,66051,Stagecoach London
LJ25XLX,66052,Stagecoach London
LJ25XLY,66053,Stagecoach London
LJ25XLZ,66054,Stagecoach London
LJ25XMA,66055,Stagecoach London
LJ25XMB,66056,Stagecoach London
LJ25XMC,66057,Stagecoach London
LJ25XMD,66058,Stagecoach London
LJ25XME,66059,Stagecoach London
LJ25XMG,66060,Stagecoach London
LJ25XMH,66061,Stagecoach London
LJ25XMK,66062,Stagecoach London
LJ25XML,66063,Stagecoach London
LJ25XMS,66090,Stagecoach London
LJ25XMT,66091,Stagecoach London
LJ25XMU,66092,Stagecoach London
LJ25XMV,66093,Stagecoach London
LJ25XMW,66094,Stagecoach London
LJ25XMX,66095,Stagecoach London
LJ25XMY,66096,Stagecoach London
LJ25XMZ,66097,Stagecoach London
LJ25XNB,66098,Stagecoach London
LJ25XNC,66099,Stagecoach London
LJ25XND,66100,Stagecoach London
LJ26UVM,EZ15,Arriva
LJ26UVN,EZ18,Arriva
LJ26UVO,EZ20,Arriva
LJ26UVP,EZ30,Arriva
LJ26UVR,EZ33,Arriva
LJ26UVS,EZ39,Arriva
LJ26UVT,EZ40,Arriva
LJ26UVU,EZ43,Arriva
LJ26UVV,EZ46,Arriva
LJ26UVX,EZ47,Arriva
LJ26UVY,EZ52,Arriva
LJ26UVZ,EZ54,Arriva
LJ26UWA,EZ56,Arriva
LJ26UWB,EZ57,Arriva
LJ26UWD,EZ60,Arriva
LJ26UWF,EZ61,Arriva
LJ26UWH,EZ64,Arriva
LJ26UWK,EZ65,Arriva
LJ26UWL,EZ66,Arriva
LJ26UWM,EZ67,Arriva
LJ26UWN,EZ68,Arriva
LJ26UWO,EZ69,Arriva
LJ26UWP,EZ70,Arriva
LJ26UWR,EZ71,Arriva
LJ26UWS,EZ72,Arriva
LJ26UWX,SVM21,Go-Ahead
LJ26UWY,SVM22,Go-Ahead
LJ26UWZ,SVM23,Go-Ahead
LJ26UXA,SVM24,Go-Ahead
LJ26UXB,SVM25,Go-Ahead
LJ26UYM,SVM17,Go-Ahead
LJ26UYN,SVM18,Go-Ahead
LJ26UYO,SVM19,Go-Ahead
LJ26UYP,SVM20,Go-Ahead
LJ59AAV,DW250,Arriva
LJ59AAX,DW251,Arriva
LJ59AAZ,DW253,Arriva
LJ59ACX,DW244,Arriva
LJ59AEL,DW239,Arriva
LJ59AEU,DW225,Arriva
LJ59GTU,DW260,Arriva
LJ59GUA,DW262,Arriva
LJ59GVK,DW258,Arriva
LJ59LWS,DW269,Arriva
LJ59LWU,DW271,Arriva
LJ59LXU,DW263,Arriva
LJ59LXV,DW264,Arriva
LJ59LXX,DW266,Arriva
LJ59LXY,DW267,Arriva
LJ59LXZ,DW268,Arriva
LJ60ASX,T185,Arriva
LJ60ATF,T187,Arriva
LJ60ATK,T188,Arriva
LJ60ATN,T189,Arriva
LJ60ATO,T190,Arriva
LJ60ATV,T192,Arriva
LJ60ATY,ENL62,Arriva
LJ60ATZ,T175,Arriva
LJ60AUC,T177,Arriva
LJ60AUF,T179,Arriva
LJ60AUH,T180,Arriva
LJ60AUK,T181,Arriva
LJ60AUM,T183,Arriva
LJ60AUO,T165,Arriva
LJ60AUT,T168,Arriva
LJ60AUV,T170,Arriva
LJ60AUX,T172,Arriva
LJ60AVC,T155,Arriva
LJ60AVD,T156,Arriva
LJ60AVO,T163,Arriva
LJ60AVP,T164,Arriva
LJ60AVW,T149,Arriva
LJ60AVX,T150,Arriva
LJ60AVY,T151,Arriva
LJ60AWA,T153,Arriva
LJ60AWH,HV17,Arriva
LJ60AWO,HV20,Arriva
LJ60AXB,HV10,Arriva
LJ60AXD,HV12,Arriva
LJ60AXU,DW335,Arriva
LJ60AXV,ENL73,Arriva
LJ60AXW,ENL74,Arriva
LJ60AXZ,DW320,Arriva
LJ60AYA,DW321,Arriva
LJ60AYD,DW324,Arriva
LJ60AYE,DW325,Arriva
LJ60AYF,ENL63,Arriva
LJ60AYH,ENL65,Arriva
LJ60AYL,ENL67,Arriva
LJ60AYM,ENL68,Arriva
LJ60AYO,ENL70,Arriva
LJ60AYS,ENL72,Arriva
LJ61CAA,DW485,Arriva
LJ61CAE,DW486,Arriva
LJ61CAO,DW487,Arriva
LJ61CAU,DW488,Arriva
LJ61CAV,DW489,Arriva
LJ61CAX,DW490,Arriva
LJ61CBF,DW491,Arriva
LJ61CBO,DW492,Arriva
LJ61CBU,DW493,Arriva
LJ61CBV,DW494,Arriva
LJ61CBX,DW475,Arriva
LJ61CBY,DW476,Arriva
LJ61CCA,DW477,Arriva
LJ61CCD,DW478,Arriva
LJ61CCE,DW479,Arriva
LJ61CCF,DW480,Arriva
LJ61CCK,DW481,Arriva
LJ61CCN,DW482,Arriva
LJ61CCO,DW483,Arriva
LJ61CCU,DW484,Arriva
LJ61CCY,DW467,Arriva
LJ61CDE,DW469,Arriva
LJ61CDF,DW470,Arriva
LJ61CDU,DW474,Arriva
LJ61CDY,DW460,Arriva
LJ61CDZ,DW461,Arriva
LJ61CEA,DW462,Arriva
LJ61CEK,DW464,Arriva
LJ61CFN,T222,Arriva
LJ61CGX,T217,Arriva
LJ61CGZ,T219,Arriva
LJ61CHH,T204,Arriva
LJ61CKC,DW496,Arriva
LJ61CKD,DW497,Arriva
LJ61CKE,DW498,Arriva
LJ61CKF,ENX1,Arriva
LJ61CKG,ENX2,Arriva
LJ61CKK,ENX3,Arriva
LJ61CKL,ENX4,Arriva
LJ61CKN,ENX5,Arriva
LJ61GVP,WVL455,Go-Ahead
LJ61GVT,WVL456,Go-Ahead
LJ61GVX,WHV2,Go-Ahead
LJ61GVY,WHV3,Go-Ahead
LJ61GVZ,WHV4,Go-Ahead
LJ61GWC,WHV6,Go-Ahead
LJ61GWG,WVL448,Metrobus
LJ61GWK,WVL449,Metrobus
LJ61GWL,WVL450,Metrobus
LJ61GWP,WVL454,Metrobus
LJ61GWU,WVL435,Go-Ahead
LJ61GWV,WVL436,Go-Ahead
LJ61GWW,WVL437,Go-Ahead
LJ61GWX,WVL438,Go-Ahead
LJ61GWY,WVL439,Go-Ahead
LJ61GXG,WHV9,Go-Ahead
LJ61GXH,WHV10,Go-Ahead
LJ61GXK,WHV11,Go-Ahead
LJ61GXL,WHV12,Go-Ahead
LJ61GXM,WHV13,Go-Ahead
LJ61GXP,WHV16,Go-Ahead
LJ61LHP,T271,Arriva
LJ61LHR,T272,Arriva
LJ61LHT,T273,Arriva
LJ61LHU,T274,Arriva
LJ61LHX,T277,Arriva
LJ61LHY,T278,Arriva
LJ61LJC,T261,Arriva
LJ61LJF,T263,Arriva
LJ61LJK,T264,Arriva
LJ61LJL,T265,Arriva
LJ61LJN,T266,Arriva
LJ61LJU,T268,Arriva
LJ61LJV,T269,Arriva
LJ61LJX,T270,Arriva
LJ61LKA,T253,Arriva
LJ61LKF,T257,Arriva
LJ61LKZ,T249,Arriva
LJ61NUM,WVL457,Go-Ahead
LJ61NUO,WVL458,Go-Ahead
LJ61NUP,WVL459,Go-Ahead
LJ61NUU,WVL460,Go-Ahead
LJ61NUV,WVL461,Go-Ahead
LJ61NUW,WVL462,Go-Ahead
LJ61NUX,WVL463,Go-Ahead
LJ61NUY,WVL464,Go-Ahead
LJ61NVA,WVL465,Go-Ahead
LJ61NVB,WVL466,Go-Ahead
LJ61NVC,WHV17,Go-Ahead
LJ61NVD,WHV18,Go-Ahead
LJ61NVE,WHV19,Go-Ahead
LJ61NVF,WHV20,Go-Ahead
LJ61NVG,WHV21,Go-Ahead
LJ61NVH,WHV22,Go-Ahead
LJ61NVK,WHV23,Go-Ahead
LJ61NVL,WHV24,Go-Ahead
LJ61NVM,WHV25,Go-Ahead
LJ61NVN,WHV26,Go-Ahead
LJ61NVP,WHV28,Go-Ahead
LJ61NVR,WHV29,Go-Ahead
LJ61NVS,WHV30,Go-Ahead
LJ61NVZ,WVL487,Metrobus
LJ61NWA,WVL488,Metrobus
LJ61NWB,WVL489,Metrobus
LJ61NWC,WVL490,Metrobus
LJ61NWD,WVL491,Metrobus
LJ61NWE,WVL492,Metrobus
LJ61NWF,WVL493,Metrobus
LJ61NWG,WVL494,Metrobus
LJ61NWH,WVL495,Metrobus
LJ61NWR,WVL482,Go-Ahead
LJ61NWU,WVL485,Metrobus
LJ61NWV,WVL486,Metrobus
LJ61NWW,WVL467,Go-Ahead
LJ62BAA,DW505,Arriva
LJ62BAU,HV65,Arriva
LJ62BBZ,DW506,Arriva
LJ62BCU,HV66,Arriva
LJ62BDF,DW507,Arriva
LJ62BEO,HV47,Arriva
LJ62BFZ,HV77,Arriva
LJ62BGK,HV48,Arriva
LJ62BGX,HV49,Arriva
LJ62BGZ,HV78,Arriva
LJ62BHF,HV79,Arriva
LJ62BHY,HV50,Arriva
LJ62BJK,HV80,Arriva
LJ62BJX,HV81,Arriva
LJ62BKD,DW499,Arriva
LJ62BKG,DW500,Arriva
LJ62BKN,DW501,Arriva
LJ62BKU,HV51,Arriva
LJ62BKX,HV52,Arriva
LJ62BMO,DW502,Arriva
LJ62BMZ,HV53,Arriva
LJ62BNA,DW503,Arriva
LJ62BND,HV67,Arriva
LJ62BNE,HV54,Arriva
LJ62BNL,HV55,Arriva
LJ62BPV,HV68,Arriva
LJ62BSO,HV69,Arriva
LJ62BTO,HV70,Arriva
LJ62BTY,HV71,Arriva
LJ62BVE,HV72,Arriva
LJ62BVP,HV73,Arriva
LJ62BVY,HV74,Arriva
LJ62BWF,HV75,Arriva
LJ62BXD,HV57,Arriva
LJ62BXF,HV58,Arriva
LJ62BYT,HV59,Arriva
LJ62BZH,HV61,Arriva
LJ62BZR,HV62,Arriva
LJ62BZV,DW504,Arriva
LJ62FNF,DW557,Arriva
LJ62FNG,DW558,Arriva
LJ62FNR,DW559,Arriva
LJ62FOD,DW560,Arriva
LJ62KFD,WHV32,Go-Ahead
LJ62KGG,WHV36,Go-Ahead
LJ62KGN,WHV37,Go-Ahead
LJ62KGY,WHV38,Go-Ahead
LJ62KHF,WHV39,Go-Ahead
LJ62KKP,WHV41,Go-Ahead
LJ65FZK,VH45153,First Bus
LJ65FZL,VH45154,First Bus
LJ65FZM,VH45155,First Bus
LJ65FZN,VH45156,First Bus
LJ65FZO,VH45157,First Bus
LJ65FZP,VH45158,First Bus
LJ65FZR,VH45159,First Bus
LJ65FZS,VH45160,First Bus
LJ65FZT,VH45161,First Bus
LJ66CFM,SEe13,Go-Ahead
LJ66CFN,SEe14,Go-Ahead
LJ66CFO,SEe15,Go-Ahead
LJ66CFP,SEe16,Go-Ahead
LJ66CFU,SEe17,Go-Ahead
LJ66CFV,SEe18,Go-Ahead
LJ66CFX,SEe19,Go-Ahead
LJ66CFY,SEe20,Go-Ahead
LJ66CFZ,SEe21,Go-Ahead
LJ66CGE,SEe22,Go-Ahead
LJ66CGF,SEe23,Go-Ahead
LJ66CGG,SEe24,Go-Ahead
LJ66CGK,SEe25,Go-Ahead
LJ66CGO,SEe26,Go-Ahead
LJ66CGU,SEe27,Go-Ahead
LJ66CGV,SEe28,Go-Ahead
LJ66CGX,SEe29,Go-Ahead
LJ66CGZ,SEe31,Go-Ahead
LJ66CHC,SEe32,Go-Ahead
LJ66CHD,SEe33,Go-Ahead
LJ66CHH,SEe36,Go-Ahead
LJ66CHV,SEe41,Go-Ahead
LJ66CHX,SEe42,Go-Ahead
LJ66CHY,SEe43,Go-Ahead
LJ66CHZ,SEe44,Go-Ahead
LJ66CJF,SEe46,Go-Ahead
LJ66CJO,SEe47,Go-Ahead
LJ66CJV,SEe49,Go-Ahead
LJ66CJX,SEe50,Go-Ahead
LJ66CJY,SEe51,Go-Ahead
LJ66CJZ,SEe1,Go-Ahead
LJ66EZO,VHR45204,First Bus
LJ66EZP,VHR45205,First Bus
LJ66EZR,VHR45206,First Bus
LJ66EZT,VHR45207,First Bus
LJ66EZU,VHR45208,First Bus
LJ66GYY,SEe2,Go-Ahead
LJ66TRZ,VH45200,First Bus
LJ66TSO,VH45201,First Bus
LJ66TSU,VH45202,First Bus
LJ66TZN,1512,Uno Buses
LJ67DJD,SEe52,Go-Ahead
LJ67DJE,SEe53,Go-Ahead
LJ67DJF,SEe54,Go-Ahead
LJ67DJK,SEe55,Go-Ahead
LJ67DJO,SEe56,Go-Ahead
LJ67DJU,SEe57,Go-Ahead
LJ67DJV,SEe58,Go-Ahead
LJ67DJX,SEe59,Go-Ahead
LJ67DKA,SEe60,Go-Ahead
LJ67DKD,SEe61,Go-Ahead
LJ67DKE,SEe62,Go-Ahead
LJ67DKF,SEe63,Go-Ahead
LJ67DKK,SEe64,Go-Ahead
LJ67DKL,SEe65,Go-Ahead
LJ67DKN,SEe66,Go-Ahead
LJ67DKO,SEe67,Go-Ahead
LJ67DKU,SEe68,Go-Ahead
LJ67DKV,SEe69,Go-Ahead
LJ67DKX,SEe70,Go-Ahead
LJ67DKY,SEe71,Go-Ahead
LJ67DLD,SEe72,Go-Ahead
LJ67DLE,SEe73,Go-Ahead
LJ67DLF,SEe74,Go-Ahead
LJ67DLK,SEe75,Go-Ahead
LJ67DLN,SEe76,Go-Ahead
LJ69YYA,VH45318,First Bus
LJ69YYB,VH45319,First Bus
LJ73CHV,IE6,Metrobus
LJ73CHX,IE5,Metrobus
LJ74BPY,IE16,Metrobus
LJ74BPZ,IE15,Metrobus
LJ74BRF,IE14,Metrobus
LJ74BRV,IE13,Metrobus
LJ74BRX,IE11,Metrobus
LJ74BRZ,IE12,Metrobus
LJ74BSY,IE9,Metrobus
LJ74BSZ,IE10,Metrobus
LJ74BTV,IE19,Metrobus
LJ74CZN,IE20,Metrobus
LJ74CZO,IE17,Metrobus
LJ74CZP,IE18,Metrobus
LJ74XOD,86190,Stagecoach London
LJ74XPA,86200,Stagecoach London
LJ74XPB,86203,Stagecoach London
LJ74XPC,86204,Stagecoach London
LJ74XPD,86205,Stagecoach London
LJ74XPF,86206,Stagecoach London
LJ74XPG,86207,Stagecoach London
LJ74XPH,86208,Stagecoach London
LJ75VXZ,86226,Stagecoach London
LJ75VZC,EZ1,Arriva
LJ75VZD,EZ2,Arriva
LJ75VZE,EZ3,Arriva
LJ75VZF,EZ4,Arriva
LJ75VZG,EZ5,Arriva
LJ75VZH,EZ6,Arriva
LJ75VZK,EZ7,Arriva
LJ75VZL,EZ8,Arriva
LJ75VZM,EZ9,Arriva
LJ75VZN,EZ10,Arriva
LJ75VZO,EZ11,Arriva
LJ75VZP,EZ12,Arriva
LJ75VZR,EZ13,Arriva
LJ75VZS,EZ14,Arriva
LJ75VZU,EZ16,Arriva
LJ75VZV,EZ17,Arriva
LJ75VZX,EZ19,Arriva
LJ75VZZ,EZ21,Arriva
LJ75WAA,EZ22,Arriva
LJ75WAE,EZ23,Arriva
LJ75WAO,EZ24,Arriva
LJ75WAU,EZ25,Arriva
LJ75WBD,EZ26,Arriva
LJ75WBE,EZ27,Arriva
LJ75WBF,EZ28,Arriva
LJ75WBG,EZ29,Arriva
LJ75WBL,EZ31,Arriva
LJ75WBM,EZ32,Arriva
LJ75WBO,EZ34,Arriva
LJ75WBP,EZ35,Arriva
LJ75WBT,EZ36,Arriva
LJ75WBU,EZ37,Arriva
LJ75WBV,EZ38,Arriva
LJ75WBY,VMSL2976,Metroline
LJ75WBZ,VMSL2973,Metroline
LJ75WCA,VMSL2974,Metroline
LJ75WCC,VMSL2975,Metroline
LJ75WCD,VMSL2981,Metroline
LJ75WCE,VMSL2983,Metroline
LJ75WCF,VMSL2977,Metroline
LJ75WCG,VMSL2978,Metroline
LK09ENN,DE1011,Metroline
LK10BXM,VW1043,Metroline
LK10BXN,VW1044,Metroline
LK10BXO,VW1045,Metroline
LK10BYM,DE1121,Metroline
LK10BYP,DE1124,Metroline
LK10BYR,DE1125,Metroline
LK10BYT,DE1127,Metroline
LK10BZD,DE1137,Metroline
LK10BZN,DE1145,Metroline
LK10BZP,DE1147,Metroline
LK11CWF,DE1152,Metroline
LK11CWG,DE1153,Metroline
LK11CWJ,DE1154,Metroline
LK11CWL,DE1155,Metroline
LK11CWM,DE1156,Metroline
LK11CWN,DE1157,Metroline
LK11CWO,DE1158,Metroline
LK11CWP,DE1159,Metroline
LK11CWR,DE1160,Metroline
LK11CWT,DE1161,Metroline
LK11CWU,DE1162,Metroline
LK11CWV,DE1163,Metroline
LK11CWW,DE1164,Metroline
LK11CWX,DE1165,Metroline
LK11CWY,DE1166,Metroline
LK11CWZ,DE1167,Metroline
LK11CXA,DE1168,Metroline
LK11CXB,DE1169,Metroline
LK11CXC,DE1170,Metroline
LK11CXD,DE1171,Metroline
LK11CXE,DE1172,Metroline
LK11CXF,DE1173,Metroline
LK11CXG,DE1174,Metroline
LK11CXM,VW1177,Metroline
LK11CXO,VW1179,Metroline
LK11CXP,VW1180,Metroline
LK11CXR,VW1181,Metroline
LK11CXS,VW1182,Metroline
LK11CXU,VW1184,Metroline
LK11CXW,VW1186,Metroline
LK11CXX,VW1187,Metroline
LK11CXY,VW1188,Metroline
LK11CYF,VW1192,Metroline
LK11CYP,VW1197,Metroline
LK11CYS,VW1198,Metroline
LK11CYT,VW1199,Metroline
LK12AAF,VW1243,Metroline
LK12AAJ,VW1244,Metroline
LK12AAN,VW1245,Metroline
LK12AAU,VW1246,Metroline
LK12ABF,VW1247,Metroline
LK12ABO,VW1248,Metroline
LK12ACZ,VW1252,Metroline
LK12ADX,VW1255,Metroline
LK12AEB,VW1257,Metroline
LK12AEF,VW1258,Metroline
LK12AEG,VW1259,Metroline
LK12AET,VW1260,Metroline
LK12AEU,VW1261,Metroline
LK12AEW,VW1263,Metroline
LK12AEZ,VW1264,Metroline
LK12AFA,VW1265,Metroline
LK12AFE,VW1266,Metroline
LK12AFO,VW1262,Metroline
LK12AFU,VW1267,Metroline
LK12AFV,VW1268,Metroline
LK12AFX,VW1269,Metroline
LK12AHA,VW1270,Metroline
LK12AHC,VW1271,Metroline
LK12AHD,VW1272,Metroline
LK12AHO,VW1273,Metroline
LK12AHU,VW1274,Metroline
LK12AHZ,VW1275,Metroline
LK12AJX,VW1276,Metroline
LK12AKN,VW1277,Metroline
LK12AKO,VW1278,Metroline
LK12ALO,VW1279,Metroline
LK12AMO,VW1280,Metroline
LK12AMV,VW1281,Metroline
LK12ANF,VW1282,Metroline
LK12AOA,VW1283,Metroline
LK12AOL,VW1284,Metroline
LK12AOO,VW1285,Metroline
LK12AOT,VW1286,Metroline
LK12AOX,VW1287,Metroline
LK12AOY,VW1288,Metroline
LK12APF,VW1289,Metroline
LK12APV,VW1290,Metroline
LK12APZ,VW1291,Metroline
LK12ARO,VW1292,Metroline
LK12ARU,VW1293,Metroline
LK12ARX,VW1294,Metroline
LK12ARZ,VW1295,Metroline
LK12ASZ,VW1296,Metroline
LK12ATU,VW1297,Metroline
LK12ATV,VW1298,Metroline
LK12AUE,VW1299,Metroline
LK12AUF,VW1300,Metroline
LK12AUM,VW1301,Metroline
LK12AUN,VW1302,Metroline
LK12AUU,VW1303,Metroline
LK12AUV,VW1304,Metroline
LK12AUW,VW1305,Metroline
LK12AUY,VW1306,Metroline
LK12AVD,TE1307,Metroline
LK12AVU,TE1311,Metroline
LK12AWA,TE1312,Metroline
LK12AWJ,TE1314,Metroline
LK12AWU,DE1318,Metroline
LK12AWX,DE1319,Metroline
LK12AWY,DE1320,Metroline
LK12AWZ,DE1321,Metroline
LK12AXA,DE1322,Metroline
LK12AXG,DE1323,Metroline
LK12AXH,DE1324,Metroline
LK12AXP,DE1325,Metroline
LK12AXR,DE1326,Metroline
LK12AXS,DE1327,Metroline
LK12AXV,DE1328,Metroline
LK12AXW,DE1329,Metroline
LK12AXZ,DE1330,Metroline
LK12AYF,DE1331,Metroline
LK12AYG,DE1332,Metroline
LK12AYN,DE1333,Metroline
LK12AYP,DE1334,Metroline
LK12AYZ,DE1335,Metroline
LK12AZA,DE1336,Metroline
LK13BEU,TE1434,Metroline
LK13BEY,TE1435,Metroline
LK13BFA,TE1436,Metroline
LK13BFF,TE1437,Metroline
LK13BFJ,TE1438,Metroline
LK13BFL,TE1439,Metroline
LK13BFM,TE1440,Metroline
LK13BFO,TE1442,Metroline
LK13BFU,TE1444,Metroline
LK13BFX,TE1446,Metroline
LK13BFY,TE1447,Metroline
LK13BFZ,TE1448,Metroline
LK13BGE,TEH1449,Metroline
LK13BGF,TEH1450,Metroline
LK13BGO,TEH1451,Metroline
LK13BGU,TEH1452,Metroline
LK13BGV,TEH1453,Metroline
LK13BGX,TEH1454,Metroline
LK13BGY,TEH1455,Metroline
LK13BGZ,TEH1456,Metroline
LK13BHA,TEH1457,Metroline
LK13BHD,TEH1458,Metroline
LK13BHE,TEH1459,Metroline
LK13BHF,TEH1460,Metroline
LK13BHJ,TEH1461,Metroline
LK13BHL,TEH1462,Metroline
LK13BHN,TEH1463,Metroline
LK13BHO,TEH1464,Metroline
LK13BHP,TEH1465,Metroline
LK13BHU,TEH1466,Metroline
LK13BHV,TEH1467,Metroline
LK13BHW,VW1405,Metroline
LK13BHX,VW1406,Metroline
LK13BHY,VW1407,Metroline
LK13BHZ,VWH1413,Metroline
LK13BJE,VW1468,Metroline
LK14FAA,VWH2001,Metroline
LK14FAF,VWH2002,Metroline
LK14FAJ,VWH2003,Metroline
LK14FAM,VWH2004,Metroline
LK14FAO,VWH2005,Metroline
LK14FAU,VWH2006,Metroline
LK14FBA,VWH2007,Metroline
LK14FBB,VWH2008,Metroline
LK14FBC,VWH2009,Metroline
LK14FBD,VWH2010,Metroline
LK14FBE,VWH2011,Metroline
LK14FBF,VWH2012,Metroline
LK14FBG,VWH2013,Metroline
LK14FBJ,VWH2014,Metroline
LK14FBL,VWH2015,Metroline
LK14FBN,VWH2016,Metroline
LK14FBO,VWH2017,Metroline
LK14FBU,VWH2018,Metroline
LK14FBV,VWH2019,Metroline
LK14FBX,VWH2020,Metroline
LK14FBY,VWH2021,Metroline
LK14FBZ,VWH2022,Metroline
LK14FCA,VWH2023,Metroline
LK15CRZ,TEH2074,Metroline
LK15CSF,TEH2075,Metroline
LK15CSO,TEH2076,Metroline
LK15CSU,TEH2077,Metroline
LK15CSV,TEH2078,Metroline
LK15CSX,TEH2079,Metroline
LK15CSY,TEH2080,Metroline
LK15CSZ,TEH2081,Metroline
LK15CTE,TEH2082,Metroline
LK15CTF,TEH2083,Metroline
LK15CUA,TEH2084,Metroline
LK15CUC,TEH2085,Metroline
LK15CUG,TEH2086,Metroline
LK15CUH,TEH2087,Metroline
LK15CWA,TEH2072,Metroline
LK15CWC,TEH2073,Metroline
LK15CWD,VWH2088,Metroline
LK15CWE,VWH2089,Metroline
LK15CWF,VWH2090,Metroline
LK15CWG,VWH2091,Metroline
LK15CWO,VWH2092,Metroline
LK15CWP,VWH2093,Metroline
LK15CWR,VWH2094,Metroline
LK15CWT,VWH2095,Metroline
LK15CWU,VWH2096,Metroline
LK15CWV,VWH2097,Metroline
LK15CWW,VWH2098,Metroline
LK15CWX,VWH2099,Metroline
LK15CWY,VWH2100,Metroline
LK15CWZ,VWH2101,Metroline
LK15CXA,VWH2102,Metroline
LK15CXB,VWH2103,Metroline
LK15CXC,VWH2104,Metroline
LK15CXD,VWH2105,Metroline
LK15CXE,VWH2106,Metroline
LK15CXF,VWH2107,Metroline
LK15CXG,VWH2108,Metroline
LK15CXH,VWH2109,Metroline
LK15CXJ,VWH2110,Metroline
LK15CXL,VWH2111,Metroline
LK15CXM,VWH2112,Metroline
LK15CXN,VWH2113,Metroline
LK15CXO,VWH2114,Metroline
LK15CXP,VWH2115,Metroline
LK15CXR,VWH2116,Metroline
LK15CXS,VWH2117,Metroline
LK15CXT,VWH2118,Metroline
LK15CXU,VWH2119,Metroline
LK15CXV,VWH2120,Metroline
LK15CXW,VWH2121,Metroline
LK16BXY,EN36,Arriva
LK16BYA,EN38,Arriva
LK16DDJ,DEL2155,Metroline
LK16DDL,DEL2156,Metroline
LK16DDN,DEL2157,Metroline
LK16DDO,DEL2158,Metroline
LK16DDU,DEL2159,Metroline
LK16DDV,DEL2160,Metroline
LK16DDX,DEL2161,Metroline
LK16DDY,DEL2162,Metroline
LK16DDZ,DEL2163,Metroline
LK16DEU,DEL2164,Metroline
LK16DFA,DEL2165,Metroline
LK16DFC,DEL2166,Metroline
LK16DFD,VWH2167,Metroline
LK16DFE,VWH2168,Metroline
LK16DFF,VWH2169,Metroline
LK16DFG,VWH2170,Metroline
LK16DFJ,VWH2171,Metroline
LK16DFL,VWH2172,Metroline
LK16DFN,VWH2173,Metroline
LK16DFO,VWH2174,Metroline
LK16DFP,VWH2175,Metroline
LK16DFU,VWH2176,Metroline
LK16DFV,VWH2177,Metroline
LK16DFX,VWH2178,Metroline
LK16DFY,VWH2179,Metroline
LK16DFZ,VWH2180,Metroline
LK16DGE,VWH2181,Metroline
LK16DGF,VWH2182,Metroline
LK16DGO,VWH2183,Metroline
LK16DGU,VWH2184,Metroline
LK16DGX,VWH2186,Metroline
LK16DGY,VWH2187,Metroline
LK16DGZ,VWH2188,Metroline
LK16DHA,VWH2189,Metroline
LK16DHE,VWH2201,Metroline
LK16HZC,VWH2185,Metroline
LK16HZE,VWH2213,Metroline
LK16HZF,VWH2214,Metroline
LK16HZG,VWH2215,Metroline
LK16HZH,VWH2216,Metroline
LK16HZJ,VWH2217,Metroline
LK16HZL,VWH2218,Metroline
LK16HZM,VWH2219,Metroline
LK16HZN,VWH2220,Metroline
LK16HZP,VWH2221,Metroline
LK16HZR,VWH2222,Metroline
LK16HZS,VWH2223,Metroline
LK16HZT,VWH2224,Metroline
LK16HZU,VWH2190,Metroline
LK16HZV,VWH2191,Metroline
LK16HZW,VWH2192,Metroline
LK16HZX,VWH2193,Metroline
LK17AFA,HV272,Arriva
LK17AFE,HV273,Arriva
LK17AFF,HV274,Arriva
LK17AFJ,HV275,Arriva
LK17AFN,HV276,Arriva
LK17AFO,HV277,Arriva
LK17AFU,HV278,Arriva
LK17AFV,HV279,Arriva
LK17AFX,HV295,Arriva
LK17AFY,HV296,Arriva
LK17AFZ,HV297,Arriva
LK17AGO,HV298,Arriva
LK17AGU,HV299,Arriva
LK17AGV,HV300,Arriva
LK17AGX,HV301,Arriva
LK17AGY,HV302,Arriva
LK17AGZ,HV303,Arriva
LK17AHA,HV304,Arriva
LK17AHC,HV305,Arriva
LK17AHD,HV306,Arriva
LK17AHE,HV307,Arriva
LK17AHG,HV308,Arriva
LK17AHJ,HV309,Arriva
LK17AHL,HV310,Arriva
LK17AHO,HV311,Arriva
LK17AHP,HV312,Arriva
LK17AHU,HV313,Arriva
LK17AHV,HV314,Arriva
LK17AHX,HV315,Arriva
LK17AHY,HV316,Arriva
LK17AHZ,HV317,Arriva
LK17AJO,HV318,Arriva
LK17AJU,HV319,Arriva
LK17AJV,HV320,Arriva
LK17AJX,HV321,Arriva
LK17AJY,HV322,Arriva
LK17AKG,HV323,Arriva
LK17AKJ,HV280,Arriva
LK17AKN,HV281,Arriva
LK17AKO,HV282,Arriva
LK17AKP,HV283,Arriva
LK17AKU,HV284,Arriva
LK17AKV,HV285,Arriva
LK17AKX,HV286,Arriva
LK17AKY,HV287,Arriva
LK17AKZ,HV288,Arriva
LK17ALO,HV289,Arriva
LK17ALU,HV290,Arriva
LK17AMO,HV291,Arriva
LK17AMU,HV292,Arriva
LK17AMV,HV293,Arriva
LK17AMX,HV294,Arriva
LK17CXY,VWH2275,Metroline
LK17CYP,VWH2286,Metroline
LK17CYS,VWH2287,Metroline
LK17CYT,VWH2288,Metroline
LK17CYU,VWH2289,Metroline
